,snr,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,total_sample_middle,cluster_id,spatial_id,mSNR,mSlope,mSlopeSmooth,lpix_rms,mpix_rms,num_samps,centl,centm,num_spatial,PSR_name,PSR_sep,RACS_name,RACS_sep,NEW_name,NEW_sep,ALIAS_name,ALIAS_sep
650,8.0,10,25,0,83,77,52,250,13395,185.1725,60424.610017031,296.241,193.36871,-64.38684,13347.116561889648,666,-1,1.0,0.0,0.0,0.522,0.505,11,10.55,25.64,1,,,,,,,J1243-6423,11.97809171151335
656,6.6,10,25,6,106,42,53,207,13674,189.0294,60424.610061671,161.586,193.36871,-64.38684,13647.881761550903,672,-1,1.0,0.0,0.0,0.0,0.0,5,10.0,25.0,1,,,,,,,J1243-6423,11.97809171151335
657,23.7,10,26,0,136,77,53,741,13704,189.4441,60424.610066471,296.241,193.36855,-64.38257,13656.116561889648,673,-1,1.0,0.0,0.0,0.892,0.459,131,10.4,25.7,1,,,,,,,J1243-6423,26.924173578601966
658,18.1,10,25,0,108,77,53,568,13676,189.057,60424.610061991,296.241,193.36871,-64.38684,13628.116561889648,674,-1,1.0,0.0,0.0,0.84,0.347,80,10.45,25.14,1,,,,,,,J1243-6423,11.97809171151335
659,16.3,10,25,1,220,76,53,511,13788,190.6053,60424.610079911,292.394,193.36871,-64.38684,13740.738376617432,675,-1,1.0,0.0,0.0,0.806,0.499,63,10.21,25.57,1,,,,,,,J1243-6423,11.97809171151335
660,10.5,10,26,0,24,78,53,330,13592,187.8958,60424.610048551,300.088,193.36855,-64.38257,13543.494747161865,676,-1,1.0,0.0,0.0,0.612,0.169,35,10.49,25.97,1,,,,,,,J1243-6423,26.924173578601966
661,9.5,10,25,0,80,78,53,297,13648,188.67,60424.610057511,300.088,193.36871,-64.38684,13599.494747161865,678,-1,1.0,0.0,0.0,0.663,0.514,14,10.14,25.57,1,,,,,,,J1243-6423,11.97809171151335
662,6.7,10,25,0,192,77,53,211,13760,190.2182,60424.610075431,296.241,193.36871,-64.38684,13712.116561889648,679,-1,1.0,0.0,0.0,0.447,0.548,5,10.2,25.4,1,,,,,,,J1243-6423,11.97809171151335
670,18.0,10,26,1,49,77,54,563,13873,191.7803,60424.610093511,296.241,193.36855,-64.38257,13825.116561889648,687,-1,1.0,0.0,0.0,0.871,0.493,92,10.21,25.4,1,,,,,,,J1243-6423,26.924173578601966
671,21.0,10,25,1,246,77,54,659,14070,194.5037,60424.610125031,296.241,193.36871,-64.38684,14022.116561889648,688,-1,1.0,0.0,0.0,1.038,0.441,126,10.06,25.26,1,,,,,,,J1243-6423,11.97809171151335
673,13.7,10,26,1,218,77,54,429,14042,194.1166,60424.610120551,296.241,193.36855,-64.38257,13994.116561889648,690,-1,1.0,0.0,0.0,0.979,0.487,49,10.57,25.63,1,,,,,,,J1243-6423,26.924173578601966
674,15.3,10,26,0,161,77,54,479,13985,193.3286,60424.610111431,296.241,193.36855,-64.38257,13937.116561889648,691,-1,1.0,0.0,0.0,0.705,0.449,55,10.15,25.73,1,,,,,,,J1243-6423,26.924173578601966
675,14.2,10,25,0,133,77,54,444,13957,192.9416,60424.610106951,296.241,193.36871,-64.38684,13909.116561889648,692,-1,1.0,0.0,0.0,0.881,0.357,48,10.23,25.15,1,,,,,,,J1243-6423,11.97809171151335
676,10.0,10,26,0,21,78,54,314,13845,191.3933,60424.610089031,300.088,193.36855,-64.38257,13796.494747161865,693,-1,1.0,0.0,0.0,0.73,0.25,16,10.5,25.94,1,,,,,,,J1243-6423,26.924173578601966
677,11.8,10,25,0,105,77,54,371,13929,192.5545,60424.610102471,296.241,193.36871,-64.38684,13881.116561889648,694,-1,1.0,0.0,0.0,0.834,0.43,30,10.17,25.23,1,,,,,,,J1243-6423,11.97809171151335
678,9.0,11,26,0,189,77,54,281,14013,193.7157,60424.610115911,296.241,193.3586,-64.38268,13965.116561889648,695,-1,1.0,0.0,0.0,0.518,0.0,8,10.62,26.0,1,,,,,,,J1243-6423,28.1634006422182
679,10.2,10,26,0,77,77,54,320,13901,192.1674,60424.610097991,296.241,193.36855,-64.38257,13853.116561889648,696,-1,1.0,0.0,0.0,0.801,0.48,13,10.15,25.69,1,,,,,,,J1243-6423,26.924173578601966
685,15.8,10,25,1,74,77,55,494,14154,195.6649,60424.610138471,296.241,193.36871,-64.38684,14106.116561889648,702,-1,1.0,0.0,0.0,0.71,0.281,82,9.88,25.09,1,,,,,,,J1243-6423,11.97809171151335
686,16.1,10,25,1,46,77,55,503,14126,195.2778,60424.610133991,296.241,193.36871,-64.38684,14078.116561889648,705,-1,1.0,0.0,0.0,0.869,0.501,82,10.24,25.55,1,,,,,,,J1243-6423,11.97809171151335
687,12.2,10,26,1,18,77,55,383,14098,194.8907,60424.610129511,296.241,193.36855,-64.38257,14050.116561889648,706,-1,1.0,0.0,0.0,0.763,0.25,31,10.13,25.94,1,,,,,,,J1243-6423,26.924173578601966
688,15.5,10,26,0,186,77,55,485,14266,197.2132,60424.610156391,296.241,193.36855,-64.38257,14218.116561889648,707,-1,1.0,0.0,0.0,0.754,0.487,36,9.94,25.36,1,,,,,,,J1243-6423,26.924173578601966
689,12.9,10,25,0,214,77,55,404,14294,197.6003,60424.610160871,296.241,193.36871,-64.38684,14246.116561889648,708,-1,1.0,0.0,0.0,0.839,0.347,44,10.25,25.14,1,,,,,,,J1243-6423,11.97809171151335
690,11.8,10,26,1,242,76,55,369,14322,197.9873,60424.610165351,292.394,193.36855,-64.38257,14274.738376617432,709,-1,1.0,0.0,0.0,0.786,0.504,28,10.11,25.57,1,,,,,,,J1243-6423,26.924173578601966
691,11.1,10,26,0,102,77,55,349,14182,196.052,60424.610142951,296.241,193.36855,-64.38257,14134.116561889648,710,-1,1.0,0.0,0.0,0.67,0.189,28,10.32,25.96,1,,,,,,,J1243-6423,26.924173578601966
696,6.3,177,101,1,235,232,55,198,14315,197.8906,60424.610164231,892.57,191.71387,-64.06675,14170.72787475586,715,-1,1.0,0.0,0.0,0.0,0.0,3,177.0,101.0,1,,,,,,,,
701,16.7,10,25,0,155,77,56,523,14491,200.3236,60424.610192391,296.241,193.36871,-64.38684,14443.116561889648,720,-1,1.0,0.0,0.0,0.746,0.286,79,10.27,25.09,1,,,,,,,J1243-6423,11.97809171151335
702,14.2,10,25,1,99,77,56,444,14435,199.5494,60424.610183431,296.241,193.36871,-64.38684,14387.116561889648,721,-1,1.0,0.0,0.0,0.694,0.449,48,10.17,25.27,1,,,,,,,J1243-6423,11.97809171151335
703,14.0,10,26,0,211,77,56,438,14547,201.0977,60424.610201351,296.241,193.36855,-64.38257,14499.116561889648,722,-1,1.0,0.0,0.0,0.776,0.503,57,10.4,25.46,1,,,,,,,J1243-6423,26.924173578601966
704,11.6,10,25,0,239,77,56,363,14575,201.4848,60424.610205831,296.241,193.36871,-64.38684,14527.116561889648,723,-1,1.0,0.0,0.0,0.817,0.485,63,10.24,25.63,1,,,,,,,J1243-6423,11.97809171151335
705,9.2,10,26,0,71,78,56,289,14407,199.1624,60424.610178951,300.088,193.36855,-64.38257,14358.494747161865,724,-1,1.0,0.0,0.0,0.699,0.497,14,10.21,25.64,1,,,,,,,J1243-6423,26.924173578601966
711,6.1,44,113,5,103,250,56,192,14439,199.6047,60424.610184071,961.822,193.01918,-64.01316,14283.534194946289,730,-1,1.0,0.0,0.0,0.0,0.577,3,44.0,112.67,1,,,,,,,,
713,17.9,10,25,1,96,77,57,561,14688,203.0469,60424.610223911,296.241,193.36871,-64.38684,14640.116561889648,732,-1,1.0,0.0,0.0,0.846,0.487,129,10.16,25.62,1,,,,,,,J1243-6423,11.97809171151335
714,18.4,10,25,0,236,77,57,577,14828,204.9823,60424.610246311,296.241,193.36871,-64.38684,14780.116561889648,733,-1,1.0,0.0,0.0,0.842,0.147,91,10.15,25.02,1,,,,,,,J1243-6423,11.97809171151335
715,15.6,10,26,0,208,77,57,487,14800,204.5952,60424.610241831,296.241,193.36855,-64.38257,14752.116561889648,734,-1,1.0,0.0,0.0,0.803,0.449,55,10.15,25.73,1,,,,,,,J1243-6423,26.924173578601966
716,11.2,10,25,1,39,76,57,350,14631,202.2589,60424.610214791,292.394,193.36871,-64.38684,14583.738376617432,735,-1,1.0,0.0,0.0,0.831,0.273,38,10.11,25.08,1,,,,,,,J1243-6423,11.97809171151335
717,9.1,10,25,0,123,75,57,286,14715,203.4202,60424.610228231,288.546,193.36871,-64.38684,14668.360355377197,736,-1,1.0,0.0,0.0,0.737,0.452,19,10.11,25.26,1,,,,,,,J1243-6423,11.97809171151335
718,10.4,10,26,0,152,77,57,327,14744,203.8211,60424.610232871,296.241,193.36855,-64.38257,14696.116561889648,737,-1,1.0,0.0,0.0,0.734,0.508,32,10.09,25.5,1,,,,,,,J1243-6423,26.924173578601966
719,6.8,10,25,0,12,78,57,214,14604,201.8857,60424.610210471,300.088,193.36871,-64.38684,14555.494747161865,738,-1,1.0,0.0,0.0,0.0,0.0,3,10.0,25.0,1,,,,,,,J1243-6423,11.97809171151335
727,6.5,188,176,3,51,251,57,202,14643,202.4248,60424.610216711,965.669,191.61258,-63.74376,14486.912384033203,746,-1,1.0,0.0,0.0,0.0,0.0,6,188.0,176.0,1,,,,,,,,
728,13.5,10,26,1,93,77,58,422,14941,206.5444,60424.610264391,296.241,193.3685,-64.38257,14893.116561889648,747,-1,1.0,0.0,0.0,0.74,0.5,83,10.19,25.45,1,,,,,,,J1243-6423,26.911434108985894
733,6.6,32,99,4,175,241,58,206,15023,207.6779,60424.610277511,927.196,193.1389,-64.07224,14873.131042480469,753,-1,1.0,0.0,0.0,0.0,0.0,5,32.0,99.0,1,,,,,,,RACS_1314-62A_5266,44.0324272314038
735,6.1,103,23,3,107,250,58,191,14955,206.7379,60424.610266631,961.822,192.4441,-64.40146,14799.534194946289,755,-1,1.0,0.0,0.0,0.0,0.0,3,103.0,23.0,1,,,,,,,,
737,15.4,10,25,1,202,77,59,482,15306,211.5901,60424.610322791,296.241,193.3687,-64.38684,15258.116561889648,757,-1,1.0,0.0,0.0,0.923,0.501,128,10.29,25.53,1,,,,,,,J1243-6423,11.969202879201164
738,15.3,10,25,0,230,77,59,479,15334,211.9772,60424.610327271,296.241,193.3687,-64.38684,15286.116561889648,759,-1,1.0,0.0,0.0,0.801,0.305,78,10.27,25.9,1,,,,,,,J1243-6423,11.969202879201164
739,8.3,10,26,1,62,78,59,261,15166,209.6548,60424.610300391,300.088,193.3685,-64.38257,15117.494747161865,760,-1,1.0,0.0,0.0,0.506,0.0,13,10.38,26.0,1,,,,,,,J1243-6423,26.911434108985894
745,17.3,10,25,0,30,77,60,542,15390,212.7514,60424.610336231,296.241,193.3687,-64.38684,15342.116561889648,766,-1,1.0,0.0,0.0,1.019,0.477,108,10.17,25.34,1,,,,,,,J1243-6423,11.969202879201164
746,15.3,10,26,1,143,77,60,478,15503,214.3135,60424.610354311,296.241,193.3685,-64.38257,15455.116561889648,767,-1,1.0,0.0,0.0,0.915,0.49,68,10.38,25.62,1,,,,,,,J1243-6423,26.911434108985894
747,12.1,10,26,1,59,78,60,378,15419,213.1523,60424.610340871,300.088,193.3685,-64.38257,15370.494747161865,768,-1,1.0,0.0,0.0,0.772,0.284,35,10.14,25.91,1,,,,,,,J1243-6423,26.911434108985894
748,11.9,10,26,1,87,77,60,372,15447,213.5393,60424.610345351,296.241,193.3685,-64.38257,15399.116561889648,769,-1,1.0,0.0,0.0,0.639,0.315,37,10.38,25.89,1,,,,,,,J1243-6423,26.911434108985894
749,13.9,11,26,0,227,77,60,436,15587,215.4747,60424.610367751,296.241,193.35857,-64.38268,15539.116561889648,770,-1,1.0,0.0,0.0,0.839,0.502,54,10.56,25.44,1,,,,,,,J1243-6423,28.181395594121465
750,14.8,10,26,0,255,77,60,463,15615,215.8618,60424.610372231,296.241,193.3685,-64.38257,15567.116561889648,771,-1,1.0,0.0,0.0,0.704,0.414,65,10.14,25.22,1,,,,,,,J1243-6423,26.911434108985894
751,11.8,11,26,1,115,77,60,368,15475,213.9264,60424.610349831,296.241,193.35857,-64.38268,15427.116561889648,772,-1,1.0,0.0,0.0,0.881,0.416,28,10.46,25.89,1,,,,,,,J1243-6423,28.181395594121465
752,10.9,10,25,1,171,77,60,341,15531,214.7005,60424.610358791,296.241,193.3687,-64.38684,15483.116561889648,773,-1,1.0,0.0,0.0,0.698,0.447,27,10.11,25.26,1,,,,,,,J1243-6423,11.969202879201164
759,21.4,10,26,1,112,77,61,669,15728,217.4239,60424.610390311,296.241,193.3685,-64.38257,15680.116561889648,780,-1,1.0,0.0,0.0,1.0,0.375,172,10.35,25.83,1,,,,,,,J1243-6423,26.911434108985894
760,17.8,10,26,1,196,77,61,558,15812,218.5851,60424.610403751,296.241,193.3685,-64.38257,15764.116561889648,781,-1,1.0,0.0,0.0,0.898,0.409,124,10.25,25.79,1,,,,,,,J1243-6423,26.911434108985894
761,20.1,10,26,1,168,77,61,629,15784,218.198,60424.610399271,296.241,193.3685,-64.38257,15736.116561889648,782,-1,1.0,0.0,0.0,0.919,0.447,125,10.36,25.73,1,,,,,,,J1243-6423,26.911434108985894
763,14.1,10,25,0,224,78,61,441,15840,218.9722,60424.610408231,300.088,193.3687,-64.38684,15791.494747161865,784,-1,1.0,0.0,0.0,0.904,0.505,55,10.33,25.49,1,,,,,,,J1243-6423,11.969202879201164
764,14.5,10,26,0,252,77,61,454,15868,219.3592,60424.610412711,296.241,193.3685,-64.38257,15820.116561889648,785,-1,1.0,0.0,0.0,0.853,0.409,67,10.7,25.88,1,,,,,,,J1243-6423,26.911434108985894
765,11.0,10,26,1,140,77,61,343,15756,217.8109,60424.610394791,296.241,193.3685,-64.38257,15708.116561889648,786,-1,1.0,0.0,0.0,0.737,0.338,24,10.25,25.88,1,,,,,,,J1243-6423,26.911434108985894
771,18.8,10,26,1,193,77,62,588,16065,222.0826,60424.610444231,296.241,193.3685,-64.38257,16017.116561889648,792,-1,1.0,0.0,0.0,0.897,0.489,127,10.31,25.61,1,,,,,,,J1243-6423,26.911434108985894
772,12.4,10,26,0,221,78,62,387,16093,222.4696,60424.610448711,300.088,193.3685,-64.38257,16044.494747161865,793,-1,1.0,0.0,0.0,0.638,0.0,34,10.32,26.0,1,,,,,,,J1243-6423,26.911434108985894
773,12.3,10,26,0,249,77,62,386,16121,222.8567,60424.610453191,296.241,193.3685,-64.38257,16073.116561889648,794,-1,1.0,0.0,0.0,0.879,0.499,32,10.47,25.41,1,,,,,,,J1243-6423,26.911434108985894
774,9.8,10,25,1,109,77,62,306,15981,220.9213,60424.610430791,296.241,193.3687,-64.38684,15933.116561889648,795,-1,1.0,0.0,0.0,0.605,0.503,20,10.45,25.6,1,,,,,,,J1243-6423,11.969202879201164
775,9.7,10,25,1,165,77,62,305,16037,221.6955,60424.610439751,296.241,193.3687,-64.38684,15989.116561889648,796,-1,1.0,0.0,0.0,0.672,0.0,41,10.27,25.0,1,,,,,,,J1243-6423,11.969202879201164
776,10.3,10,26,0,80,77,62,324,15952,220.5204,60424.610426151,296.241,193.3685,-64.38257,15904.116561889648,797,-1,1.0,0.0,0.0,0.599,0.376,13,10.23,25.85,1,,,,,,,J1243-6423,26.911434108985894
777,8.2,11,26,0,24,77,62,258,15896,219.7463,60424.610417191,296.241,193.35857,-64.38268,15848.116561889648,798,-1,1.0,0.0,0.0,0.516,0.0,6,10.67,26.0,1,,,,,,,J1243-6423,28.181395594121465
778,7.4,11,26,0,52,77,62,231,15924,220.1334,60424.610421671,296.241,193.35857,-64.38268,15876.116561889648,799,-1,1.0,0.0,0.0,0.548,0.548,6,10.5,25.5,1,,,,,,,J1243-6423,28.181395594121465
779,6.9,10,25,1,137,78,62,217,16009,221.3084,60424.610435271,300.088,193.3687,-64.38684,15960.494747161865,800,-1,1.0,0.0,0.0,0.5,0.5,4,10.25,25.25,1,,,,,,,J1243-6423,11.969202879201164
783,6.2,243,85,6,125,163,62,193,15997,221.1425,60424.610433351,627.108,191.06296,-64.13046,15895.6362991333,804,-1,1.0,0.0,0.0,0.0,0.516,6,243.0,85.33,1,,,,,,,,
790,6.7,87,208,5,2,59,64,210,16386,226.5201,60424.610495591,226.99,192.59172,-63.60662,16349.310070037842,811,-1,1.0,0.0,0.0,0.0,0.0,6,87.0,208.0,1,,,,,,,,
791,18.5,10,26,0,77,77,63,579,16205,224.0179,60424.610466631,296.241,193.3685,-64.38257,16157.116561889648,812,-1,1.0,0.0,0.0,0.763,0.389,66,10.18,25.82,1,,,,,,,J1243-6423,26.911434108985894
792,9.9,10,25,1,162,77,63,310,16290,225.193,60424.610480231,296.241,193.3687,-64.38684,16242.116561889648,813,-1,1.0,0.0,0.0,0.586,0.5,25,10.48,25.6,1,,,,,,,J1243-6423,11.969202879201164
793,12.4,10,26,0,218,78,63,387,16346,225.9671,60424.610489191,300.088,193.3685,-64.38257,16297.494747161865,814,-1,1.0,0.0,0.0,0.689,0.384,29,10.24,25.83,1,,,,,,,J1243-6423,26.911434108985894
794,11.4,10,25,1,190,77,63,357,16318,225.58,60424.610484711,296.241,193.3687,-64.38684,16270.116561889648,815,-1,1.0,0.0,0.0,0.624,0.351,36,10.31,25.14,1,,,,,,,J1243-6423,11.969202879201164
795,12.1,10,26,0,49,77,63,380,16177,223.6308,60424.610462151,296.241,193.3685,-64.38257,16129.116561889648,816,-1,1.0,0.0,0.0,0.882,0.0,31,10.39,26.0,1,,,,,,,J1243-6423,26.911434108985894
796,8.3,10,26,1,105,76,63,261,16233,224.405,60424.610471111,292.394,193.3685,-64.38257,16185.738376617432,817,-1,1.0,0.0,0.0,0.738,0.483,10,9.9,25.7,1,,,,,,,J1243-6423,26.911434108985894
797,10.3,10,25,0,246,77,63,323,16374,226.3542,60424.610493671,296.241,193.3687,-64.38684,16326.116561889648,818,-1,1.0,0.0,0.0,0.683,0.516,16,10.25,25.5,1,,,,,,,J1243-6423,11.969202879201164
803,16.4,10,25,1,131,77,64,514,16515,228.3034,60424.610516231,296.241,193.3687,-64.38684,16467.11656188965,824,-1,1.0,0.0,0.0,0.897,0.36,93,10.31,25.15,1,,,,,,,J1243-6423,11.969202879201164
804,15.1,10,26,1,215,77,64,473,16599,229.4646,60424.610529671,296.241,193.3685,-64.38257,16551.11656188965,826,-1,1.0,0.0,0.0,0.756,0.467,61,10.28,25.69,1,,,,,,,J1243-6423,26.911434108985894
806,9.4,10,26,1,102,76,64,293,16486,227.9025,60424.610511591,292.394,193.3685,-64.38257,16438.73837661743,828,-1,1.0,0.0,0.0,0.678,0.0,25,10.28,26.0,1,,,,,,,J1243-6423,26.911434108985894
807,8.2,10,25,0,18,77,64,257,16402,226.7412,60424.610498151,296.241,193.3687,-64.38684,16354.116561889648,829,-1,1.0,0.0,0.0,0.548,0.0,5,10.4,25.0,1,,,,,,,J1243-6423,11.969202879201164
811,6.2,187,165,5,26,242,64,195,16410,226.8518,60424.610499431,931.043,191.6213,-63.79119,16259.509216308594,833,-1,1.0,0.0,0.0,0.0,0.0,4,187.0,165.0,1,,,,,,,,
815,16.5,10,25,1,212,77,65,516,16852,232.9621,60424.610570151,296.241,193.3687,-64.38684,16804.11656188965,838,-1,1.0,0.0,0.0,0.845,0.302,119,10.29,25.1,1,,,,,,,J1243-6423,11.969202879201164
816,14.5,10,26,1,240,77,65,453,16880,233.3491,60424.610574631,296.241,193.3685,-64.38257,16832.11656188965,839,-1,1.0,0.0,0.0,0.762,0.496,82,10.29,25.59,1,,,,,,,J1243-6423,26.911434108985894
817,16.6,10,25,1,15,77,65,521,16655,230.2387,60424.610538631,296.241,193.3687,-64.38684,16607.11656188965,840,-1,1.0,0.0,0.0,0.849,0.328,83,10.36,25.88,1,,,,,,,J1243-6423,11.969202879201164
818,10.0,10,26,0,43,77,65,314,16683,230.6258,60424.610543111,296.241,193.3685,-64.38257,16635.11656188965,841,-1,1.0,0.0,0.0,0.639,0.224,20,10.25,25.95,1,,,,,,,J1243-6423,26.911434108985894
819,8.7,10,25,0,127,77,65,272,16767,231.787,60424.610556551,296.241,193.3687,-64.38684,16719.11656188965,842,-1,1.0,0.0,0.0,0.571,0.508,26,10.38,25.46,1,,,,,,,J1243-6423,11.969202879201164
820,7.8,10,25,1,184,77,65,244,16824,232.575,60424.610565671,296.241,193.3687,-64.38684,16776.11656188965,843,-1,1.0,0.0,0.0,0.492,0.51,22,10.36,25.45,1,,,,,,,J1243-6423,11.969202879201164
827,16.3,10,25,1,237,77,66,509,17133,236.8466,60424.610615111,296.241,193.3687,-64.38684,17085.11656188965,850,-1,1.0,0.0,0.0,0.878,0.432,82,10.52,25.76,1,,,,,,,J1243-6423,11.969202879201164
828,11.4,10,26,0,96,77,66,356,16992,234.8974,60424.610592551,296.241,193.3685,-64.38257,16944.11656188965,851,-1,1.0,0.0,0.0,0.724,0.0,52,10.15,26.0,1,,,,,,,J1243-6423,26.911434108985894
829,10.6,10,25,1,208,75,66,331,17104,236.4457,60424.610610471,288.546,193.3687,-64.38684,17057.360355377197,852,-1,1.0,0.0,0.0,0.607,0.49,50,10.28,25.38,1,,,,,,,J1243-6423,11.969202879201164
830,10.8,10,26,0,40,77,66,339,16936,234.1233,60424.610583591,296.241,193.3685,-64.38257,16888.11656188965,853,-1,1.0,0.0,0.0,0.75,0.504,30,10.3,25.57,1,,,,,,,J1243-6423,26.911434108985894
833,6.6,47,148,3,122,242,66,208,17018,235.2568,60424.610596711,931.043,192.98547,-63.86297,16867.509216308594,856,-1,1.0,0.0,0.0,0.0,0.0,4,47.0,148.0,1,,,,,,,,
838,6.1,254,200,5,148,19,67,192,17300,239.1552,60424.610641831,73.098,190.97643,-63.63478,17288.184675216675,861,-1,1.0,0.0,0.0,0.577,0.577,3,254.33,200.33,1,,,,,,,,
839,17.7,10,25,0,121,77,67,555,17273,238.782,60424.610637511,296.241,193.3687,-64.38684,17225.11656188965,862,-1,1.0,0.0,0.0,0.793,0.464,94,10.39,25.69,1,,,,,,,J1243-6423,11.969202879201164
840,13.4,10,25,0,93,77,67,421,17245,238.3949,60424.610633031,296.241,193.3687,-64.38684,17197.11656188965,863,-1,1.0,0.0,0.0,0.816,0.391,49,10.43,25.18,1,,,,,,,J1243-6423,11.969202879201164
841,9.7,10,26,0,149,77,67,303,17301,239.169,60424.610641991,296.241,193.3685,-64.38257,17253.11656188965,864,-1,1.0,0.0,0.0,0.728,0.509,29,10.38,25.52,1,,,,,,,J1243-6423,26.911434108985894
842,8.1,10,25,1,9,77,67,255,17161,237.2337,60424.610619591,296.241,193.3687,-64.38684,17113.11656188965,865,-1,1.0,0.0,0.0,0.518,0.0,8,10.38,25.0,1,,,,,,,J1243-6423,11.969202879201164
843,7.5,10,25,1,65,77,67,236,17217,238.0078,60424.610628551,296.241,193.3687,-64.38684,17169.11656188965,866,-1,1.0,0.0,0.0,0.5,0.0,4,10.25,25.0,1,,,,,,,J1243-6423,11.969202879201164
844,7.2,10,25,0,177,77,67,225,17329,239.5561,60424.610646471,296.241,193.3687,-64.38684,17281.11656188965,867,-1,1.0,0.0,0.0,0.0,0.577,3,10.0,25.33,1,,,,,,,J1243-6423,11.969202879201164
847,6.4,170,45,3,128,229,67,199,17280,238.8787,60424.610638631,881.028,191.77916,-64.30692,17137.593490600586,870,-1,1.0,0.0,0.0,0.0,0.0,6,170.0,45.0,1,,,,,,,,
848,12.5,10,25,0,174,77,68,392,17582,243.0536,60424.610686951,296.241,193.3687,-64.38684,17534.11656188965,871,-1,1.0,0.0,0.0,0.684,0.317,54,10.15,25.11,1,,,,,,,J1243-6423,11.969202879201164
849,8.5,10,25,0,90,77,68,266,17498,241.8923,60424.610673511,296.241,193.3687,-64.38684,17450.11656188965,872,-1,1.0,0.0,0.0,0.483,0.0,10,10.3,25.0,1,,,,,,,J1243-6423,11.969202879201164
850,6.6,10,25,1,5,76,68,207,17413,240.7173,60424.610659911,292.394,193.3687,-64.38684,17365.73837661743,873,-1,1.0,0.0,0.0,0.0,0.0,4,10.0,25.0,1,,,,,,,J1243-6423,11.969202879201164
851,13.6,10,25,0,143,77,69,425,17807,246.164,60424.610722951,296.241,193.3687,-64.38684,17759.11656188965,874,-1,1.0,0.0,0.0,0.779,0.491,47,10.04,25.38,1,,,,,,,J1243-6423,11.969202879201164
852,7.8,10,25,1,3,77,69,243,17667,244.2286,60424.610700551,296.241,193.3687,-64.38684,17619.11656188965,875,-1,1.0,0.0,0.0,0.689,0.519,13,10.15,25.46,1,,,,,,,J1243-6423,11.969202879201164
853,6.5,10,26,1,115,75,69,203,17779,245.7769,60424.610718471,288.546,193.3685,-64.38257,17732.360355377197,876,-1,1.0,0.0,0.0,0.0,0.0,5,10.0,26.0,1,,,,,,,J1243-6423,26.911434108985894
854,8.3,10,25,0,171,77,69,261,17835,246.551,60424.610727431,296.241,193.3687,-64.38684,17787.11656188965,877,-1,1.0,0.0,0.0,0.467,0.467,11,10.27,25.27,1,,,,,,,J1243-6423,11.969202879201164
855,12.4,10,25,1,28,77,70,389,17948,248.1132,60424.610745511,296.241,193.36867,-64.38684,17900.11656188965,878,-1,1.0,0.0,0.0,0.721,0.27,39,10.18,25.08,1,,,,,,,J1243-6423,11.951546912640291
856,9.8,10,25,0,56,78,70,306,17976,248.5002,60424.610749991,300.088,193.36867,-64.38684,17927.494747161865,879,-1,1.0,0.0,0.0,0.604,0.493,34,10.38,25.62,1,,,,,,,J1243-6423,11.951546912640291
857,8.1,10,26,0,140,78,70,253,18060,249.6614,60424.610763431,300.088,193.36845,-64.38257,18011.494747161865,880,-1,1.0,0.0,0.0,0.515,0.0,12,10.42,26.0,1,,,,,,,J1243-6423,26.898877287594267
859,15.6,10,25,0,221,77,71,490,18397,254.3201,60424.610817351,296.241,193.36867,-64.38684,18349.11656188965,882,-1,1.0,0.0,0.0,0.891,0.481,71,10.45,25.65,1,,,,,,,J1243-6423,11.951546912640291
860,8.5,10,25,1,81,77,71,267,18257,252.3848,60424.610794951,296.241,193.36867,-64.38684,18209.11656188965,883,-1,1.0,0.0,0.0,0.63,0.506,13,10.31,25.62,1,,,,,,,J1243-6423,11.951546912640291
861,7.6,10,25,1,134,77,72,239,18566,256.6564,60424.610844391,296.241,193.36867,-64.38684,18518.11656188965,884,-1,1.0,0.0,0.0,0.514,0.469,14,10.43,25.71,1,,,,,,,J1243-6423,11.951546912640291
864,7.6,10,25,1,43,75,74,237,18987,262.4763,60424.610911751,288.546,193.36867,-64.38684,18940.360355377197,887,-1,1.0,0.0,0.0,0.676,0.352,15,10.2,25.13,1,,,,,,,J1243-6423,11.951546912640291
865,6.8,10,26,0,72,78,74,214,19016,262.8772,60424.610916391,300.088,193.36845,-64.38257,18967.494747161865,888,-1,1.0,0.0,0.0,0.535,0.488,7,10.57,25.71,1,,,,,,,J1243-6423,26.898877287594267
866,9.1,11,26,0,40,77,75,285,19240,265.9738,60424.610952231,296.241,193.35854,-64.38268,19192.11656188965,889,-1,1.0,0.0,0.0,0.582,0.368,26,10.54,25.85,1,,,,,,,J1243-6423,28.19945905329836
868,12.2,10,26,1,178,77,76,381,19634,271.4204,60424.611015271,296.241,193.36845,-64.38257,19586.11656188965,891,-1,1.0,0.0,0.0,0.72,0.442,73,10.19,25.26,1,,,,,,,J1243-6423,26.898877287594267
869,12.8,10,25,0,3,78,78,400,19971,276.0791,60424.611069191,300.088,193.36867,-64.38684,19922.494747161865,892,-1,1.0,0.0,0.0,0.816,0.315,46,10.15,25.89,1,,,,,,,J1243-6423,11.951546912640291
870,10.3,10,25,1,141,78,79,321,20365,281.5258,60424.611132231,300.088,193.36867,-64.38684,20316.494747161865,893,-1,1.0,0.0,0.0,0.707,0.174,33,10.0,25.03,1,,,,,,,J1243-6423,11.951546912640291
